record_index,reporting_country,partner_country,year,issue_type,field,value,note
3052,India,Australia,2019,large_mirror_statistics_gap,trade_value_usd,66870515.0 vs 867016895.0,"Gap of 1196.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3053,India,Australia,2019,large_mirror_statistics_gap,trade_value_usd,3527923897.0 vs 69439132.0,"Gap of 98.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3055,India,Australia,2019,large_mirror_statistics_gap,trade_value_usd,3527923897.0 vs 867016895.0,"Gap of 75.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3056,India,Australia,2019,large_mirror_statistics_gap,trade_value_usd,851265447.0 vs 69439132.0,"Gap of 91.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3057,India,Australia,2019,large_mirror_statistics_gap,trade_value_usd,851265447.0 vs 3650799645.0,"Gap of 328.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3064,India,Australia,2021,large_mirror_statistics_gap,trade_value_usd,3748668877.0 vs 137480126.0,"Gap of 96.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3065,India,Australia,2021,large_mirror_statistics_gap,trade_value_usd,3748668877.0 vs 4470630987.0,"Gap of 19.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3066,India,Australia,2021,large_mirror_statistics_gap,trade_value_usd,3748668877.0 vs 4541252980.0,"Gap of 21.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3067,India,Australia,2021,large_mirror_statistics_gap,trade_value_usd,128882070.0 vs 3836534770.0,"Gap of 2876.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3069,India,Australia,2021,large_mirror_statistics_gap,trade_value_usd,128882070.0 vs 4470630987.0,"Gap of 3368.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3070,India,Australia,2021,large_mirror_statistics_gap,trade_value_usd,128882070.0 vs 4541252980.0,"Gap of 3423.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3072,India,Australia,2021,large_mirror_statistics_gap,trade_value_usd,4126653481.0 vs 137480126.0,"Gap of 96.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3075,India,Australia,2021,large_mirror_statistics_gap,trade_value_usd,4552082476.0 vs 3836534770.0,"Gap of 15.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3076,India,Australia,2021,large_mirror_statistics_gap,trade_value_usd,4552082476.0 vs 137480126.0,"Gap of 97.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3080,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,2901620467.0 vs 523300157.0,"Gap of 82.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3081,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,2901620467.0 vs 1711523128.0,"Gap of 41.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3082,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,2901620467.0 vs 1641935319.0,"Gap of 43.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3083,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,2901620467.0 vs 2061141737.0,"Gap of 29.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3084,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,514933408.0 vs 2883027408.0,"Gap of 459.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3086,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,514933408.0 vs 1711523128.0,"Gap of 232.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3087,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,514933408.0 vs 1641935319.0,"Gap of 218.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3088,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,514933408.0 vs 2061141737.0,"Gap of 300.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3089,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,1563849231.0 vs 2883027408.0,"Gap of 84.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3090,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,1563849231.0 vs 523300157.0,"Gap of 66.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3093,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,1563849231.0 vs 2061141737.0,"Gap of 31.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3094,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,1523466969.0 vs 2883027408.0,"Gap of 89.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3095,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,1523466969.0 vs 523300157.0,"Gap of 65.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3098,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,1523466969.0 vs 2061141737.0,"Gap of 35.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3099,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,1901914326.0 vs 2883027408.0,"Gap of 51.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3100,India,Australia,2022,large_mirror_statistics_gap,trade_value_usd,1901914326.0 vs 523300157.0,"Gap of 72.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3105,India,Australia,2023,large_mirror_statistics_gap,trade_value_usd,3782363782.0 vs 2469953251.0,"Gap of 34.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3106,India,Australia,2023,large_mirror_statistics_gap,trade_value_usd,3782363782.0 vs 895880628.0,"Gap of 76.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3107,India,Australia,2023,large_mirror_statistics_gap,trade_value_usd,2331718267.0 vs 4010757651.0,"Gap of 72.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3109,India,Australia,2023,large_mirror_statistics_gap,trade_value_usd,2331718267.0 vs 895880628.0,"Gap of 61.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3110,India,Australia,2023,large_mirror_statistics_gap,trade_value_usd,890758903.0 vs 4010757651.0,"Gap of 350.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3111,India,Australia,2023,large_mirror_statistics_gap,trade_value_usd,890758903.0 vs 2469953251.0,"Gap of 177.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3114,Brazil,Germany,2019,large_mirror_statistics_gap,trade_value_usd,1958900682.0 vs 2685845773.0,"Gap of 37.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3115,Brazil,Germany,2019,large_mirror_statistics_gap,trade_value_usd,1958900682.0 vs 4587544306.0,"Gap of 134.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
3116,Brazil,Germany,2019,large_mirror_statistics_gap,trade_value_usd,2558199590.0 vs 2107818559.0,"Gap of 17.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
